ingredient_name,ingredient_id,base_category,function_id,function_tag_jp,function_tag_en,function_tag_cn,product_count_pair,product_count_ingredient,popularity_score,recommendation_score
ヘスペレチン-7-グルコシド,ING-0313,ヘスペレチン-7-グルコシド,F11,疲労感,Anti-Fatigue,抗疲劳,1,2,19,23
ヒハツ由来ピペリン類,ING-0012,ヒハツ,F28,妊活・妊娠期,Pregnancy Support,备孕,1,96,19,68
ボタンボウフウ由来クロロゲン酸,ING-0096,コーヒー由来成分,F04,中性脂肪,Triglycerides,甘油三酯,1,16,19,47
ビフィズス菌BB536,ING-0033,乳酸菌・プロバイオティクス,F16,免疫,Immunity,免疫力,1,59,19,65
ジンジャーエキス (指標成分:6-ショウガオール、6-ジンゲロール),ING-0166,ジンジャーエキス (指標成分:,F14,目の健康,Eye Health,眼部健康,1,6,19,35
プロシアニジンB1,ING-0427,りんご,F06,コレステロール,Cholesterol,胆固醇,1,1,19,17
プロシアニジンB1,ING-0427,りんご,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
プロシアニジンB1,ING-0427,りんご,F20,血流,Blood Circulation,血液循环,1,1,19,17
プロシアニジンB1,ING-0427,りんご,F27,血管の健康,Vascular Health,血管健康,1,1,19,17
プロシアニジンB3,ING-0428,りんご,F06,コレステロール,Cholesterol,胆固醇,1,1,19,17
プロシアニジンB3,ING-0428,りんご,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
プロシアニジンB3,ING-0428,りんご,F20,血流,Blood Circulation,血液循环,1,1,19,17
プロシアニジンB3,ING-0428,りんご,F27,血管の健康,Vascular Health,血管健康,1,1,19,17
ジンジャーエキス (指標成分:6-ショウガオール、6-ジンゲロール),ING-0166,ジンジャーエキス (指標成分:,F08,集中力,Concentration,专注力,1,6,19,35
セサミン類,ING-0254,ごま,F05,体脂肪,Body Fat,体脂肪,1,3,19,27
アスタキサンチン,ING-0008,アスタキサンチン,F05,体脂肪,Body Fat,体脂肪,1,133,19,68
レモンマートル由来カスアリニン,ING-0429,レモンマートルカスアリニン,F19,筋肉,Muscle Health,肌肉健康,1,1,19,17
卵黄酵素分解ペプチド,ING-0430,卵黄酵素分解ペプチド,F13,関節,Joint Health,关节健康,1,1,19,17
グアーガム分解物 (食物繊維),ING-0107,食物繊維,F02,血糖値,Blood Sugar,血糖调节,1,13,19,44
難消化性デキストリン (食物繊維),ING-0077,食物繊維,F03,血圧,Blood Pressure,血压,1,22,19,51
エチルα-D-グルコシド (α-EG),ING-0431,エチルα-D-グルコシド (α,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
クリルオイル由来EPA,ING-0432,魚油（DHA・EPA）,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
クリルオイル由来DHA,ING-0433,魚油（DHA・EPA）,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
カンカ由来エキナコシド,ING-0434,カンカエキナコシド,F07,認知機能,Cognitive Function,认知功能,1,1,19,17
カンカ由来エキナコシド,ING-0434,カンカエキナコシド,F08,集中力,Concentration,专注力,1,1,19,17
セイタカミロバラン果実由来没食子酸,ING-0103,セイタカミロバラン果実没食子酸,F13,関節,Joint Health,关节健康,1,14,19,45
乳酸菌TWK10,ING-0435,乳酸菌・プロバイオティクス,F19,筋肉,Muscle Health,肌肉健康,1,1,19,17
エリオジクチオール-6-C-グルコシド,ING-0124,エリオジクチオール-6-C-グ,F11,疲労感,Anti-Fatigue,抗疲劳,1,11,19,42
L-オルニチン一塩酸塩,ING-0437,L-オルニチン一塩酸塩,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
L-オルニチン一塩酸塩,ING-0437,L-オルニチン一塩酸塩,F10,リラックス,Stress Relief,放松减压,1,1,19,17
L-オルニチン一塩酸塩,ING-0437,L-オルニチン一塩酸塩,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
L-オルニチン一塩酸塩,ING-0437,L-オルニチン一塩酸塩,F14,目の健康,Eye Health,眼部健康,1,1,19,17
プエラリアフラワー由来イソフラボン,ING-0438,大豆イソフラボン,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
植物性乳酸菌 K-2,ING-0439,乳酸菌・プロバイオティクス,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
植物性乳酸菌 K-2,ING-0439,乳酸菌・プロバイオティクス,F10,リラックス,Stress Relief,放松减压,1,1,19,17
植物性乳酸菌 K-2,ING-0439,乳酸菌・プロバイオティクス,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
植物性乳酸菌 K-2,ING-0439,乳酸菌・プロバイオティクス,F26,アレルギー,Allergy Relief,抗过敏,1,1,19,17
γ-アミノ酪酸,ING-0058,γ-アミノ酪酸,F26,アレルギー,Allergy Relief,抗过敏,1,34,19,57
ロスマリン酸,ING-0151,ローズマリー由来成分,F07,認知機能,Cognitive Function,认知功能,1,7,19,36
ロスマリン酸,ING-0151,ローズマリー由来成分,F08,集中力,Concentration,专注力,1,7,19,36
S-アリルシステイン,ING-0075,S-アリルシステイン,F16,免疫,Immunity,免疫力,1,23,19,52
S-アリルシステイン,ING-0075,S-アリルシステイン,F26,アレルギー,Allergy Relief,抗过敏,1,23,19,52
ターミナリアべリリカ由来没食子酸,ING-0440,ターミナリアべリリカ没食子酸,F02,血糖値,Blood Sugar,血糖调节,1,1,19,17
ターミナリアべリリカ由来没食子酸,ING-0440,ターミナリアべリリカ没食子酸,F04,中性脂肪,Triglycerides,甘油三酯,1,1,19,17
中鎖脂肪酸(オクタン酸、デカン酸),ING-0032,中鎖脂肪酸(オクタン酸、デカン,F04,中性脂肪,Triglycerides,甘油三酯,1,60,19,65
ルテイン・ゼアキサンチン,ING-0024,ルテイン,F19,筋肉,Muscle Health,肌肉健康,1,68,19,66
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F07,認知機能,Cognitive Function,认知功能,1,75,19,68
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F08,集中力,Concentration,专注力,1,75,19,68
植物性乳酸菌K-1,ING-0018,乳酸菌・プロバイオティクス,F19,筋肉,Muscle Health,肌肉健康,1,75,19,68
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F03,血圧,Blood Pressure,血压,1,1,19,17
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F07,認知機能,Cognitive Function,认知功能,1,1,19,17
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F08,集中力,Concentration,专注力,1,1,19,17
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F10,リラックス,Stress Relief,放松减压,1,1,19,17
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F14,目の健康,Eye Health,眼部健康,1,1,19,17
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
イチョウ葉由来フラボノイド配糖体およびイチョウ葉由来テルペンラクトン,ING-0441,イチョウ葉,F19,筋肉,Muscle Health,肌肉健康,1,1,19,17
酢酸,ING-0027,醸造酢,F16,免疫,Immunity,免疫力,1,65,19,66
ビフィズス菌8013株,ING-0320,乳酸菌・プロバイオティクス,F15,肌の健康,Skin Health,皮肤健康,1,2,19,23
ビフィズス菌8013株,ING-0320,乳酸菌・プロバイオティクス,F04,中性脂肪,Triglycerides,甘油三酯,1,2,19,23
ビフィズス菌8013株,ING-0320,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,1,2,19,23
α-リノレン酸,ING-0061,α-リノレン酸,F07,認知機能,Cognitive Function,认知功能,1,33,19,57
イチョウ葉由来フラボノイド配糖体,ING-0028,イチョウ葉,F03,血圧,Blood Pressure,血压,1,64,19,66
イチョウ葉由来テルペンラクトン,ING-0029,イチョウ葉,F03,血圧,Blood Pressure,血压,1,64,19,66
チャカサポニン サラシア由来サラシノール,ING-0442,チャカサポニン サラシアサラシ,F02,血糖値,Blood Sugar,血糖调节,1,1,19,17
チャカサポニン サラシア由来サラシノール,ING-0442,チャカサポニン サラシアサラシ,F04,中性脂肪,Triglycerides,甘油三酯,1,1,19,17
チャカサポニン サラシア由来サラシノール,ING-0442,チャカサポニン サラシアサラシ,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
韃靼そば由来ルチン,ING-0443,韃靼そばルチン,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
ケルセチン,ING-0142,ケルセチン,F05,体脂肪,Body Fat,体脂肪,1,9,19,39
クルクミン類,ING-0226,ウコン,F11,疲労感,Anti-Fatigue,抗疲劳,1,4,19,30
クルクミン類,ING-0226,ウコン,F19,筋肉,Muscle Health,肌肉健康,1,4,19,30
ブドウ発酵物由来グルコシルセラミド,ING-0444,セラミド,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
ブドウ発酵物由来セラミド,ING-0445,セラミド,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
葛の花由来イソフラボン,ING-0014,大豆イソフラボン,F12,骨の健康,Bone Health,骨骼健康,1,90,19,68
サケ鼻軟骨由来プロテオグリカン・サケ鼻軟骨由来II型コラーゲン,ING-0229,コラーゲン,F05,体脂肪,Body Fat,体脂肪,1,4,19,30
有胞子性乳酸菌 チャカサポニン GABA,ING-0446,乳酸菌・プロバイオティクス,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
有胞子性乳酸菌 チャカサポニン GABA,ING-0446,乳酸菌・プロバイオティクス,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
有胞子性乳酸菌 チャカサポニン GABA,ING-0446,乳酸菌・プロバイオティクス,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
有胞子性乳酸菌 チャカサポニン GABA,ING-0446,乳酸菌・プロバイオティクス,F14,目の健康,Eye Health,眼部健康,1,1,19,17
NMN(β-ニコチンアミドモノヌクレオチド),ING-0145,NMN(β-ニコチンアミドモノ,F14,目の健康,Eye Health,眼部健康,1,8,19,38
NMN(β-ニコチンアミドモノヌクレオチド),ING-0145,NMN(β-ニコチンアミドモノ,F17,抗酸化,Antioxidant,抗氧化,1,8,19,38
桑葉由来イミノシュガー,ING-0153,桑葉イミノシュガー,F03,血圧,Blood Pressure,血压,1,7,19,36
乳酸菌GR-1,ING-0185,乳酸菌・プロバイオティクス,F12,骨の健康,Bone Health,骨骼健康,1,5,19,33
乳酸菌RC-14,ING-0186,乳酸菌・プロバイオティクス,F12,骨の健康,Bone Health,骨骼健康,1,5,19,33
乳酸菌GR-1,ING-0185,乳酸菌・プロバイオティクス,F15,肌の健康,Skin Health,皮肤健康,1,5,19,33
乳酸菌GR-1,ING-0185,乳酸菌・プロバイオティクス,F20,血流,Blood Circulation,血液循环,1,5,19,33
乳酸菌RC-14,ING-0186,乳酸菌・プロバイオティクス,F15,肌の健康,Skin Health,皮肤健康,1,5,19,33
乳酸菌RC-14,ING-0186,乳酸菌・プロバイオティクス,F20,血流,Blood Circulation,血液循环,1,5,19,33
リコペロサイドH,ING-0329,リコペロサイドH,F12,骨の健康,Bone Health,骨骼健康,1,2,19,23
プラズマ乳酸菌,ING-0017,乳酸菌・プロバイオティクス,F20,血流,Blood Circulation,血液循环,1,75,19,68
モノグルコシルヘスペリジン,ING-0055,モノグルコシルヘスペリジン,F16,免疫,Immunity,免疫力,1,36,19,58
ウコンエキス(指標成分:ウコン由来多糖類、p-クマル酸),ING-0257,ウコン,F12,骨の健康,Bone Health,骨骼健康,1,3,19,27
チャカサポニン,ING-0050,チャカサポニン,F20,血流,Blood Circulation,血液循环,1,41,19,60
チャカサポニン,ING-0050,チャカサポニン,F27,血管の健康,Vascular Health,血管健康,1,41,19,60
アルギン酸カルシウム,ING-0447,カルシウム,F02,血糖値,Blood Sugar,血糖调节,1,1,19,17
アルギン酸カルシウム,ING-0447,カルシウム,F12,骨の健康,Bone Health,骨骼健康,1,1,19,17
"DDMP(2,3-dihydro-3,5-dihydroxy-6-methyl-4H-pyran-4-one)",ING-0448,"DDMP(2,3-dihydr",F01,腸内環境,Gut Health,肠道健康,1,1,19,17
"DDMP(2,3-dihydro-3,5-dihydroxy-6-methyl-4H-pyran-4-one)",ING-0448,"DDMP(2,3-dihydr",F07,認知機能,Cognitive Function,认知功能,1,1,19,17
"DDMP(2,3-dihydro-3,5-dihydroxy-6-methyl-4H-pyran-4-one)",ING-0448,"DDMP(2,3-dihydr",F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
"DDMP(2,3-dihydro-3,5-dihydroxy-6-methyl-4H-pyran-4-one)",ING-0448,"DDMP(2,3-dihydr",F17,抗酸化,Antioxidant,抗氧化,1,1,19,17
乳酸菌NY1301株,ING-0069,乳酸菌・プロバイオティクス,F07,認知機能,Cognitive Function,认知功能,1,26,19,53
乳酸菌NY1301株,ING-0069,乳酸菌・プロバイオティクス,F15,肌の健康,Skin Health,皮肤健康,1,26,19,53
乳酸菌NY1301株,ING-0069,乳酸菌・プロバイオティクス,F17,抗酸化,Antioxidant,抗氧化,1,26,19,53
・エラグ酸 ・GABA,ING-0449,GABA,F03,血圧,Blood Pressure,血压,1,1,19,17
・エラグ酸 ・GABA,ING-0449,GABA,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
・エラグ酸 ・GABA,ING-0449,GABA,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
・エラグ酸 ・GABA,ING-0449,GABA,F10,リラックス,Stress Relief,放松减压,1,1,19,17
・エラグ酸 ・GABA,ING-0449,GABA,F11,疲労感,Anti-Fatigue,抗疲劳,1,1,19,17
・エラグ酸 ・GABA,ING-0449,GABA,F14,目の健康,Eye Health,眼部健康,1,1,19,17
・エラグ酸 ・GABA,ING-0449,GABA,F19,筋肉,Muscle Health,肌肉健康,1,1,19,17
酢酸菌GK-1,ING-0042,醸造酢,F03,血圧,Blood Pressure,血压,1,50,19,62
ホヤ由来プラズマローゲン,ING-0135,ホヤプラズマローゲン,F14,目の健康,Eye Health,眼部健康,1,10,19,41
γ-オリザノール,ING-0136,γ-オリザノール,F15,肌の健康,Skin Health,皮肤健康,1,10,19,41
シソ葉由来ロスマリン酸,ING-0309,ローズマリー由来成分,F14,目の健康,Eye Health,眼部健康,1,2,19,23
シソ葉由来ロスマリン酸,ING-0309,ローズマリー由来成分,F22,尿酸値,Uric Acid,尿酸水平,1,2,19,23
シソ葉由来フラボノイド類,ING-0310,シソ葉フラボノイド類,F14,目の健康,Eye Health,眼部健康,1,2,19,23
シソ葉由来フラボノイド類,ING-0310,シソ葉フラボノイド類,F22,尿酸値,Uric Acid,尿酸水平,1,2,19,23
りんご由来プロシアニジン ガレート型カテキン,ING-0450,緑茶カテキン,F05,体脂肪,Body Fat,体脂肪,1,1,19,17
りんご由来プロシアニジン ガレート型カテキン,ING-0450,緑茶カテキン,F15,肌の健康,Skin Health,皮肤健康,1,1,19,17
白甘藷由来糖ペプチド,ING-0451,白甘藷糖ペプチド,F02,血糖値,Blood Sugar,血糖调节,1,1,19,17
1,ING-0452,1,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
4-ジヒドロキシ-2-ナフトエ酸,ING-0453,4-ジヒドロキシ-2-ナフトエ,F01,腸内環境,Gut Health,肠道健康,1,1,19,17
ベルバスコシド,ING-0454,ベルバスコシド,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
ベルバスコシド,ING-0454,ベルバスコシド,F10,リラックス,Stress Relief,放松减压,1,1,19,17
パイナップル由来グルコシルセラミド,ING-0035,セラミド,F20,血流,Blood Circulation,血液循环,1,57,19,64
ローズヒップ由来ティリロサイド,ING-0022,ローズヒップティリロサイド,F20,血流,Blood Circulation,血液循环,1,71,19,67
イソマルトデキストリン(食物繊維),ING-0030,食物繊維,F06,コレステロール,Cholesterol,胆固醇,1,63,19,65
インドマンゴスチン由来ガルシノール,ING-0085,インドマンゴスチンガルシノール,F10,リラックス,Stress Relief,放松减压,1,19,19,50
・プラズマ乳酸菌 ・GABA,ING-0455,乳酸菌・プロバイオティクス,F07,認知機能,Cognitive Function,认知功能,1,1,19,17
・プラズマ乳酸菌 ・GABA,ING-0455,乳酸菌・プロバイオティクス,F09,睡眠,Sleep Quality,睡眠质量,1,1,19,17
・プラズマ乳酸菌 ・GABA,ING-0455,乳酸菌・プロバイオティクス,F14,目の健康,Eye Health,眼部健康,1,1,19,17
・プラズマ乳酸菌 ・GABA,ING-0455,乳酸菌・プロバイオティクス,F16,免疫,Immunity,免疫力,1,1,19,17
NMN(β-ニコチンアミドモノヌクレオチド),ING-0145,NMN(β-ニコチンアミドモノ,F09,睡眠,Sleep Quality,睡眠质量,1,8,19,38
水素分子,ING-0195,水素分子,F13,関節,Joint Health,关节健康,1,5,19,33
ヒハツ由来ピぺリン類,ING-0230,ヒハツ,F01,腸内環境,Gut Health,肠道健康,1,4,19,30
ヒハツ由来ピぺリン類,ING-0230,ヒハツ,F09,睡眠,Sleep Quality,睡眠质量,1,4,19,30
ヒハツ由来ピぺリン類,ING-0230,ヒハツ,F10,リラックス,Stress Relief,放松减压,1,4,19,30
